Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
324,Janis: Little Girl Blue,"$1,683,166","$410,465",24.4%,"$1,272,701",75.6%,2015.csv,2015
325,The Bride,"$1,682,689",-,-,"$1,682,689",100%,2015.csv,2015
326,The Letters,"$1,647,416","$1,647,416",100%,-,-,2015.csv,2015
327,Iris,"$1,620,708","$1,310,678",80.9%,"$310,030",19.1%,2015.csv,2015
328,Queen of the Desert,"$1,592,853",-,-,"$1,592,853",100%,2015.csv,2015
329,My Golden Days,"$1,509,773","$269,144",17.8%,"$1,240,629",82.2%,2015.csv,2015
330,Good Kill,"$1,474,471","$316,472",21.5%,"$1,157,999",78.5%,2015.csv,2015
331,Freeheld,"$1,474,471","$573,335",38.9%,"$901,136",61.1%,2015.csv,2015
332,The Wolfpack,"$1,414,140","$1,301,696",92%,"$112,444",8%,2015.csv,2015
333,Maggie,"$1,394,052","$187,112",13.4%,"$1,206,940",86.6%,2015.csv,2015
334,Ma ma,"$1,375,709","$47,258",3.4%,"$1,328,451",96.6%,2015.csv,2015
335,The Cokeville Miracle,"$1,348,456","$1,348,456",100%,-,-,2015.csv,2015
336,Barney Thomson,"$1,336,254",-,-,"$1,336,254",100%,2015.csv,2015
337,Ghost in the Shell: The New Movie,"$1,332,311","$101,203",7.6%,"$1,231,108",92.4%,2015.csv,2015
338,Come What May,"$1,309,818","$37,766",2.9%,"$1,272,052",97.1%,2015.csv,2015
339,Les Cowboys,"$1,302,493","$73,725",5.7%,"$1,228,768",94.3%,2015.csv,2015
340,Sunset Song,"$1,302,482","$159,714",12.3%,"$1,142,768",87.7%,2015.csv,2015
341,Slow West,"$1,295,574","$229,094",17.7%,"$1,066,480",82.3%,2015.csv,2015
342,Valley of Love,"$1,264,277","$28,648",2.3%,"$1,235,629",97.7%,2015.csv,2015
343,Beyond the Mask,"$1,236,094","$1,236,094",100%,-,-,2015.csv,2015
344,Life,"$1,231,606",-,-,"$1,231,606",100%,2015.csv,2015
345,That Sugar Film,"$1,226,399","$3,500",0.3%,"$1,222,899",99.7%,2015.csv,2015
346,Any Body Can Dance 2,"$1,176,958","$892,133",75.8%,"$284,825",24.2%,2015.csv,2015
347,Louder Than Bombs,"$1,160,724","$163,807",14.1%,"$996,917",85.9%,2015.csv,2015
348,Where Hope Grows,"$1,159,072","$1,156,000",99.7%,"$3,072",0.3%,2015.csv,2015
349,Cartel Land,"$1,145,923","$704,352",61.5%,"$441,571",38.5%,2015.csv,2015
350,A War,"$1,114,663","$122,902",11%,"$991,761",89%,2015.csv,2015
351,The Overnight,"$1,110,522","$1,110,522",100%,-,-,2015.csv,2015
352,Beyond the Reach,"$1,100,432","$45,895",4.2%,"$1,054,537",95.8%,2015.csv,2015
353,A Brilliant Young Mind,"$1,043,620","$171,793",16.5%,"$871,827",83.5%,2015.csv,2015
354,Knight of Cups,"$1,026,288","$566,006",55.2%,"$460,282",44.8%,2015.csv,2015
355,Tangerines,"$1,024,132","$144,501",14.1%,"$879,631",85.9%,2015.csv,2015
356,Big Stone Gap,"$1,012,804","$1,009,301",99.7%,"$3,503",0.3%,2015.csv,2015
357,L'attesa,"$1,010,766","$55,804",5.5%,"$954,962",94.5%,2015.csv,2015
358,Far from Men,"$1,010,485","$5,336",0.5%,"$1,005,149",99.5%,2015.csv,2015
359,Francofonia,"$1,008,154","$307,040",30.5%,"$701,114",69.5%,2015.csv,2015
360,Faith of Our Fathers,"$1,004,105","$1,004,105",100%,-,-,2015.csv,2015
361,Gabbar is Back,"$998,582","$534,601",53.5%,"$463,981",46.5%,2015.csv,2015
362,The Farewell Party,"$951,531","$172,860",18.2%,"$778,671",81.8%,2015.csv,2015
363,Barely Lethal,"$933,847","$6,075",0.7%,"$927,772",99.3%,2015.csv,2015
364,Dancing Arabs,"$930,958","$281,540",30.2%,"$649,418",69.8%,2015.csv,2015
365,Patterns of Evidence: Exodus,"$925,576","$925,576",100%,-,-,2015.csv,2015
366,Seymour: An Introduction,"$907,742","$743,541",81.9%,"$164,201",18.1%,2015.csv,2015
367,Best of Enemies: Buckley vs. Vidal,"$892,802","$892,802",100%,-,-,2015.csv,2015
368,Love,"$861,057","$249,083",28.9%,"$611,974",71.1%,2015.csv,2015
369,The Polar Express 2015 IMAX Release,"$846,602","$846,602",100%,-,-,2015.csv,2015
370,Detective Byomkesh Bakshy!,"$827,437","$579,055",70%,"$248,382",30%,2015.csv,2015
371,Tangerine,"$814,868","$702,354",86.2%,"$112,514",13.8%,2015.csv,2015
372,Bangistan,"$810,419","$48,694",6%,"$761,725",94%,2015.csv,2015
373,The Wrecking Crew!,"$801,606","$801,606",100%,-,-,2015.csv,2015
374,Red Army,"$798,680","$694,600",87%,"$104,080",13%,2015.csv,2015
375,Momentum,"$789,406",-,-,"$789,406",100%,2015.csv,2015
376,The D Train,"$774,780","$673,151",86.9%,"$101,629",13.1%,2015.csv,2015
377,Theeb,"$768,449","$283,024",36.8%,"$485,425",63.2%,2015.csv,2015
378,The Prophet,"$764,498","$355,343",46.5%,"$409,155",53.5%,2015.csv,2015
379,Bombay Velvet,"$758,478","$450,692",59.4%,"$307,786",40.6%,2015.csv,2015
380,"Kumiko, the Treasure Hunter","$739,623","$623,383",84.3%,"$116,240",15.7%,2015.csv,2015
381,Once I Was a Beehive,"$732,655","$732,655",100%,-,-,2015.csv,2015
382,Peggy Guggenheim: Art Addict,"$727,591","$498,428",68.5%,"$229,163",31.5%,2015.csv,2015
383,A Tale of Love and Darkness,"$724,885","$572,212",78.9%,"$152,673",21.1%,2015.csv,2015
384,Extraction,"$710,636","$16,775",2.4%,"$693,861",97.6%,2015.csv,2015
385,Cobain: Montage of Heck,"$687,649",-,-,"$687,649",100%,2015.csv,2015
386,"Right Now, Wrong Then","$680,728","$24,470",3.6%,"$656,258",96.4%,2015.csv,2015
387,5 to 7,"$674,579","$162,685",24.1%,"$511,894",75.9%,2015.csv,2015
388,The Stanford Prison Experiment,"$663,114","$660,561",99.6%,"$2,553",0.4%,2015.csv,2015
389,Madame Bovary,"$658,532","$44,235",6.7%,"$614,297",93.3%,2015.csv,2015
390,Welcome to Me,"$636,819","$608,852",95.6%,"$27,967",4.4%,2015.csv,2015
391,Lost River,"$615,500","$45,431",7.4%,"$570,069",92.6%,2015.csv,2015
392,Skin Trade,"$595,268","$1,242",0.2%,"$594,026",99.8%,2015.csv,2015
393,Ixcanul,"$594,836","$295,157",49.6%,"$299,679",50.4%,2015.csv,2015
394,The Black Panthers: Vanguard of the Revolution,"$584,109","$516,893",88.5%,"$67,216",11.5%,2015.csv,2015
395,The Falling,"$569,498",-,-,"$569,498",100%,2015.csv,2015
396,Every Thing Will Be Fine,"$554,953","$9,233",1.7%,"$545,720",98.3%,2015.csv,2015
397,The Club,"$541,515","$52,761",9.7%,"$488,754",90.3%,2015.csv,2015
398,Sur le chemin de l'école 2015 Re-release,"$540,658","$7,424",1.4%,"$533,234",98.6%,2015.csv,2015
399,Hungry Hearts,"$534,549","$6,921",1.3%,"$527,628",98.7%,2015.csv,2015
400,Kill Your Friends,"$533,147",-,-,"$533,147",100%,2015.csv,2015
401,Listen to Me Marlon,"$516,337","$425,831",82.5%,"$90,506",17.5%,2015.csv,2015
402,Our Last Tango,"$505,885","$100,086",19.8%,"$405,799",80.2%,2015.csv,2015
403,Deli Man,"$502,294","$502,294",100%,-,-,2015.csv,2015
404,Hamari Adhuri Kahani,"$498,774","$235,361",47.2%,"$263,413",52.8%,2015.csv,2015
405,The Prophet 2015 Re-release,"$496,914","$370,146",74.5%,"$126,768",25.5%,2015.csv,2015
406,Félix & Meira,"$496,714","$447,353",90.1%,"$49,361",9.9%,2015.csv,2015
407,April and the Extraordinary World,"$495,879","$295,488",59.6%,"$200,391",40.4%,2015.csv,2015
408,Steve Jobs: The Man in the Machine,"$494,506","$494,506",100%,-,-,2015.csv,2015
409,Cooties,"$485,544","$60,058",12.4%,"$425,486",87.6%,2015.csv,2015
410,The Third Man 2015 Re-release,"$478,945","$449,191",93.8%,"$29,754",6.2%,2015.csv,2015
411,Brotherly Love,"$478,595","$478,595",100%,-,-,2015.csv,2015
412,Heart of a Dog,"$476,384","$420,813",88.3%,"$55,571",11.7%,2015.csv,2015
413,About Elly 2015 Re-release,"$470,760","$470,760",100%,-,-,2015.csv,2015
414,Before We Go,"$462,875","$37,151",8%,"$425,724",92%,2015.csv,2015
415,Disorder,"$460,997","$51,879",11.3%,"$409,118",88.7%,2015.csv,2015
416,Manglehorn,"$459,636","$143,101",31.1%,"$316,535",68.9%,2015.csv,2015
417,Rosenwald,"$433,924","$433,924",100%,-,-,2015.csv,2015
418,Harmony,"$430,568","$23,248",5.4%,"$407,320",94.6%,2015.csv,2015
419,Mississippi Grind,"$422,746","$130,541",30.9%,"$292,205",69.1%,2015.csv,2015
420,Tales of Halloween,"$416,792",-,-,"$416,792",100%,2015.csv,2015
421,The Mafia Kills Only in Summer 2015 Re-release,"$413,236","$37,134",9%,"$376,102",91%,2015.csv,2015
422,Unbranded,"$412,792","$410,185",99.4%,"$2,607",0.6%,2015.csv,2015
423,City of Revenge,"$409,166","$409,166",100%,-,-,2015.csv,2015
424,Song One,"$408,918","$32,251",7.9%,"$376,667",92.1%,2015.csv,2015
425,The Hunting Ground,"$405,917","$405,917",100%,-,-,2015.csv,2015
426,The Apu Trilogy,"$402,723","$402,723",100%,-,-,2015.csv,2015
427,Freetown,"$401,328","$401,328",100%,-,-,2015.csv,2015
428,13 Minutes 2015 Re-release,"$395,557","$161,531",40.8%,"$234,026",59.2%,2015.csv,2015
429,Hitchcock/Truffaut,"$386,471","$260,430",67.4%,"$126,041",32.6%,2015.csv,2015
430,Z for Zachariah,"$381,839","$121,461",31.8%,"$260,378",68.2%,2015.csv,2015
431,Miss Hokusai,"$377,702","$222,670",59%,"$155,032",41%,2015.csv,2015
432,Le talent de mes amis,"$376,522",$889,0.2%,"$375,633",99.8%,2015.csv,2015
433,Dark Awakening,"$367,925",-,-,"$367,925",100%,2015.csv,2015
434,Everly,"$358,156",-,-,"$358,156",100%,2015.csv,2015
435,Aferim!,"$350,110","$108,110",30.9%,"$242,000",69.1%,2015.csv,2015
436,The Lady in the Car with Glasses and a Gun,"$339,461","$2,167",0.6%,"$337,294",99.4%,2015.csv,2015
437,Ballet 422,"$333,554","$333,554",100%,-,-,2015.csv,2015
438,Shamitabh,"$331,821","$324,597",97.8%,"$7,224",2.2%,2015.csv,2015
439,David and Goliath,"$316,100","$316,100",100%,-,-,2015.csv,2015
440,Time Out of Mind,"$314,082","$166,775",53.1%,"$147,307",46.9%,2015.csv,2015
441,Merchants of Doubt,"$308,156","$308,156",100%,-,-,2015.csv,2015
442,Monsters: Dark Continent,"$306,004",-,-,"$306,004",100%,2015.csv,2015
443,Microbe & Gasoline,"$303,787","$63,802",21%,"$239,985",79%,2015.csv,2015
444,NH10,"$303,587","$303,587",100%,-,-,2015.csv,2015
445,Chic!,"$295,295","$5,587",1.9%,"$289,708",98.1%,2015.csv,2015
446,Stonewall,"$292,669","$187,674",64.1%,"$104,995",35.9%,2015.csv,2015
447,The Last Five Years,"$292,092","$145,427",49.8%,"$146,665",50.2%,2015.csv,2015
448,The Man in 3B,"$291,513","$291,513",100%,-,-,2015.csv,2015
449,Above and Beyond,"$288,751","$288,751",100%,-,-,2015.csv,2015
450,Aloft,"$270,971","$53,086",19.6%,"$217,885",80.4%,2015.csv,2015
451,Fall in Love Like a Star 2015 Re-release,"$253,785","$212,508",83.7%,"$41,277",16.3%,2015.csv,2015
452,Tevar,"$242,453","$236,002",97.3%,"$6,451",2.7%,2015.csv,2015
453,Boulevard,"$240,450","$126,150",52.5%,"$114,300",47.5%,2015.csv,2015
454,Carter High,"$240,214","$240,214",100%,-,-,2015.csv,2015
455,After the Ball,"$234,417","$161,820",69%,"$72,597",31%,2015.csv,2015
456,Experimenter,"$224,145","$155,575",69.4%,"$68,570",30.6%,2015.csv,2015
457,Phantom Boy,"$221,016","$34,362",15.5%,"$186,654",84.5%,2015.csv,2015
458,Club Life,"$219,229","$4,444",2%,"$214,785",98%,2015.csv,2015
459,The Tribe,"$215,034","$150,564",70%,"$64,470",30%,2015.csv,2015
460,Ingrid Bergman: In Her Own Words,"$214,014","$138,148",64.6%,"$75,866",35.4%,2015.csv,2015
461,Chocolate City,"$212,662","$212,662",100%,-,-,2015.csv,2015
462,The Duke of Burgundy,"$185,147","$64,521",34.8%,"$120,626",65.2%,2015.csv,2015
463,Lambert & Stamp,"$183,320","$183,320",100%,-,-,2015.csv,2015
464,An Honest Liar,"$180,590","$180,590",100%,-,-,2015.csv,2015
465,Lila & Eve,"$179,807","$38,263",21.3%,"$141,544",78.7%,2015.csv,2015
466,People Places Things,"$177,338","$67,046",37.8%,"$110,292",62.2%,2015.csv,2015
467,All Things Must Pass: The Rise and Fall of Tower Records,"$172,394","$172,394",100%,-,-,2015.csv,2015
468,Christmas Eve,"$164,839","$91,302",55.4%,"$73,537",44.6%,2015.csv,2015
469,The Look of Silence,"$157,857","$109,089",69.1%,"$48,768",30.9%,2015.csv,2015
470,Hell and Back,"$157,768","$157,768",100%,-,-,2015.csv,2015
471,Queen & Country,"$155,881","$41,297",26.5%,"$114,584",73.5%,2015.csv,2015
472,Boy and the World 2015 Re-release,"$155,215","$129,480",83.4%,"$25,735",16.6%,2015.csv,2015
473,Backstreet Boys: Show 'Em What You're Made Of,"$153,068","$153,068",100%,-,-,2015.csv,2015
474,In the Shadow of Women,"$152,802","$50,291",32.9%,"$102,511",67.1%,2015.csv,2015
475,Songs My Brothers Taught Me,"$146,937","$34,793",23.7%,"$112,144",76.3%,2015.csv,2015
476,Yellow Day 2015 Re-release,"$144,163","$144,163",100%,-,-,2015.csv,2015
477,Cop Car,"$143,658","$134,552",93.7%,"$9,106",6.3%,2015.csv,2015
478,Sapience,"$135,392","$135,392",100%,-,-,2015.csv,2015
479,My Neighbor Totoro 2015 Re-release,"$134,877",-,-,"$134,877",100%,2015.csv,2015
480,Don't Think I've Forgotten: Cambodia's Lost Rock & Roll,"$133,443","$133,443",100%,-,-,2015.csv,2015
481,A Ballerina's Tale,"$131,995","$131,995",100%,-,-,2015.csv,2015
482,Every Secret Thing,"$124,733","$103,536",83%,"$21,197",17%,2015.csv,2015
483,Marguerite & Julien,"$123,918",-,-,"$123,918",100%,2015.csv,2015
484,Appropriate Behavior,"$123,699","$46,912",37.9%,"$76,787",62.1%,2015.csv,2015
485,Ashby,"$122,919","$4,631",3.8%,"$118,288",96.2%,2015.csv,2015
486,Do I Sound Gay?,"$122,595","$119,388",97.4%,"$3,207",2.6%,2015.csv,2015
487,In Jackson Heights,"$121,094","$121,094",100%,-,-,2015.csv,2015
488,The Pearl Button,"$119,753","$42,166",35.2%,"$77,587",64.8%,2015.csv,2015
489,Digging for Fire,"$119,364","$119,364",100%,-,-,2015.csv,2015
490,Neither Heaven Nor Earth,"$118,663","$12,810",10.8%,"$105,853",89.2%,2015.csv,2015
491,Road Hard,"$113,169","$113,169",100%,-,-,2015.csv,2015
492,1915,"$111,682","$111,682",100%,-,-,2015.csv,2015
493,Strangerland,"$111,107","$17,472",15.7%,"$93,635",84.3%,2015.csv,2015
494,Roar,"$110,048","$110,048",100%,-,-,2015.csv,2015
495,Adult Beginners,"$108,808","$108,808",100%,-,-,2015.csv,2015
496,Sworn Virgin,"$108,681","$4,636",4.3%,"$104,045",95.7%,2015.csv,2015
497,The Tales of Hoffmann,"$106,860","$91,930",86%,"$14,930",14%,2015.csv,2015
498,Results,"$104,507","$104,507",100%,-,-,2015.csv,2015
499,Kill Me Three Times,"$101,807","$24,296",23.9%,"$77,511",76.1%,2015.csv,2015
500,A Lego Brickumentary,"$101,531","$101,531",100%,-,-,2015.csv,2015
501,Man from Reno,"$101,438","$101,438",100%,-,-,2015.csv,2015
502,James White,"$101,368","$101,368",100%,-,-,2015.csv,2015
503,Cemetery of Splendor,"$98,932","$51,950",52.5%,"$46,982",47.5%,2015.csv,2015
504,The Here After,"$97,699",-,-,"$97,699",100%,2015.csv,2015
505,Difret,"$97,205","$49,667",51.1%,"$47,538",48.9%,2015.csv,2015
506,Sunshine Superman,"$96,715","$88,097",91.1%,"$8,618",8.9%,2015.csv,2015
507,A Poem Is a Naked Person,"$96,592","$96,592",100%,-,-,2015.csv,2015
508,Queen of Earth,"$95,183","$91,218",95.8%,"$3,965",4.2%,2015.csv,2015
509,Legends from the Sky,"$91,462","$91,462",100%,-,-,2015.csv,2015
510,Beasts of No Nation,"$90,777","$90,777",100%,-,-,2015.csv,2015
511,Dark Horse,"$90,136","$90,136",100%,-,-,2015.csv,2015
512,Hyena Road,"$87,768","$1,430",1.6%,"$86,338",98.4%,2015.csv,2015
513,Güeros,"$86,736","$60,114",69.3%,"$26,622",30.7%,2015.csv,2015
514,Tab Hunter Confidential,"$85,812","$85,812",100%,-,-,2015.csv,2015
515,Heaven Knows What,"$84,417","$80,734",95.6%,"$3,683",4.4%,2015.csv,2015
516,The Diabolical,"$84,259",-,-,"$84,259",100%,2015.csv,2015
517,Careful What You Wish For,"$82,230",-,-,"$82,230",100%,2015.csv,2015
518,The Girl in the Book,"$81,379","$8,245",10.1%,"$73,134",89.9%,2015.csv,2015
519,Nasty Baby,"$80,772","$79,800",98.8%,$972,1.2%,2015.csv,2015
520,Trace Amounts,"$80,735","$80,735",100%,-,-,2015.csv,2015
521,Blackbird,"$78,400","$78,400",100%,-,-,2015.csv,2015
522,Chevalier,"$77,590","$25,696",33.1%,"$51,894",66.9%,2015.csv,2015
523,Eisenstein in Guanajuato 2015 Re-release,"$76,713","$34,282",44.7%,"$42,431",55.3%,2015.csv,2015
524,The New Rijksmuseum - The Film,"$76,460","$40,578",53.1%,"$35,882",46.9%,2015.csv,2015
525,Batkid Begins: The Wish Heard Around the World,"$74,709","$74,709",100%,-,-,2015.csv,2015
526,The Keeping Room,"$73,922","$27,166",36.7%,"$46,756",63.3%,2015.csv,2015
527,War Pigs,"$73,701",-,-,"$73,701",100%,2015.csv,2015
528,Partisan,"$72,151",-,-,"$72,151",100%,2015.csv,2015
529,The Chambermaid Lynn,"$71,918",$315,0.4%,"$71,603",99.6%,2015.csv,2015
530,Freaks of Nature,"$70,958","$70,958",100%,-,-,2015.csv,2015
531,Back to the Jurassic,"$69,423","$4,351",6.3%,"$65,072",93.7%,2015.csv,2015
532,Noma My Perfect Storm,"$68,622","$21,130",30.8%,"$47,492",69.2%,2015.csv,2015
533,I Am Big Bird: The Caroll Spinney Story,"$67,845","$67,845",100%,-,-,2015.csv,2015
534,The Messenger,"$67,816","$67,816",100%,-,-,2015.csv,2015
535,Turbo Kid,"$67,069","$67,069",100%,-,-,2015.csv,2015
536,The Lesson,"$65,142","$9,045",13.9%,"$56,097",86.1%,2015.csv,2015
537,Paulette 2015 Re-release,"$64,125","$29,494",46%,"$34,631",54%,2015.csv,2015
538,I Smile Back,"$63,373","$58,738",92.7%,"$4,635",7.3%,2015.csv,2015
539,Drunk Stoned Brilliant Dead,"$62,660","$62,660",100%,-,-,2015.csv,2015
540,Dark Star: HR Gigers Welt,"$61,845","$61,845",100%,-,-,2015.csv,2015
541,Rififi 2015 Re-release,"$57,749","$57,749",100%,-,-,2015.csv,2015
542,Court,"$57,416","$22,898",39.9%,"$34,518",60.1%,2015.csv,2015
543,Entertainment,"$55,506","$55,506",100%,-,-,2015.csv,2015
544,What Our Fathers Did: A Nazi Legacy,"$54,603","$40,119",73.5%,"$14,484",26.5%,2015.csv,2015
545,The Search for General Tso,"$54,275","$54,275",100%,-,-,2015.csv,2015
546,The Summer of Sangaile,"$53,843","$4,480",8.3%,"$49,363",91.7%,2015.csv,2015
547,Love Thy Nature,"$52,947","$41,149",77.7%,"$11,798",22.3%,2015.csv,2015
548,Quay,"$51,858","$51,858",100%,-,-,2015.csv,2015
549,The Yes Men Are Revolting,"$51,331","$50,190",97.8%,"$1,141",2.2%,2015.csv,2015
550,Spring,"$49,970","$49,970",100%,-,-,2015.csv,2015
551,Red Herring,"$49,480","$49,480",100%,-,-,2015.csv,2015
552,The Seven Five,"$48,869","$48,869",100%,-,-,2015.csv,2015
553,The Forbidden Room,"$48,082","$34,404",71.6%,"$13,678",28.4%,2015.csv,2015
554,Shanghai 2015 Re-release,"$46,425","$46,425",100%,-,-,2015.csv,2015
555,Mediterranea,"$46,392","$22,076",47.6%,"$24,316",52.4%,2015.csv,2015
556,An Eye for Beauty,"$45,513","$9,395",20.6%,"$36,118",79.4%,2015.csv,2015
557,River of Fundament,"$44,840","$44,840",100%,-,-,2015.csv,2015
558,Jenny's Wedding,"$42,927","$4,704",11%,"$38,223",89%,2015.csv,2015
559,The Nightmare,"$41,853","$28,281",67.6%,"$13,572",32.4%,2015.csv,2015
560,The Road Within,"$41,760",-,-,"$41,760",100%,2015.csv,2015
561,Censored Voices,"$41,260","$41,260",100%,-,-,2015.csv,2015
562,Steve McQueen: The Man & Le Mans,"$41,203","$6,843",16.6%,"$34,360",83.4%,2015.csv,2015
563,Prophet's Prey,"$39,347","$39,347",100%,-,-,2015.csv,2015
564,"3½ Minutes, Ten Bullets","$39,263","$30,407",77.4%,"$8,856",22.6%,2015.csv,2015
565,Out 1,"$37,743","$31,539",83.6%,"$6,204",16.4%,2015.csv,2015
566,Match 2015 Re-release,"$37,285","$37,285",100%,-,-,2015.csv,2015
567,Grey Gardens,"$36,923","$36,923",100%,-,-,2015.csv,2015
568,Sister Code,"$36,676","$36,676",100%,-,-,2015.csv,2015
569,Unexpected,"$36,402","$23,986",65.9%,"$12,416",34.1%,2015.csv,2015
570,Welcome to Leith,"$36,380","$36,010",99%,$370,1%,2015.csv,2015
571,Finders Keepers,"$35,555","$35,555",100%,-,-,2015.csv,2015
572,Cosmos,"$34,393","$25,856",75.2%,"$8,537",24.8%,2015.csv,2015
573,Pierrot le Fou 2015 Re-release,"$34,371","$34,371",100%,-,-,2015.csv,2015
574,Kilo Two Bravo,"$34,017","$7,891",23.2%,"$26,126",76.8%,2015.csv,2015
575,The Winding Stream,"$33,420","$33,420",100%,-,-,2015.csv,2015
576,Final Girl,"$33,411",-,-,"$33,411",100%,2015.csv,2015
577,Amira & Sam,"$31,849","$31,849",100%,-,-,2015.csv,2015
578,Don Verdean,"$31,309","$31,309",100%,-,-,2015.csv,2015
579,Army of Shadows 2015 Re-release,"$30,190","$30,190",100%,-,-,2015.csv,2015
580,Runoff,"$30,186","$30,186",100%,-,-,2015.csv,2015
581,Paul Taylor Creative Domain,"$30,168","$30,168",100%,-,-,2015.csv,2015
582,Xenia 2015 Re-release,"$29,274","$3,181",10.9%,"$26,093",89.1%,2015.csv,2015
583,Rebels of the Neon God,"$28,791","$28,791",100%,-,-,2015.csv,2015
584,Americons,"$28,782","$28,782",100%,-,-,2015.csv,2015
585,Arabian Nights: Volume 1 - The Restless One,"$28,245","$12,260",43.4%,"$15,985",56.6%,2015.csv,2015
586,"Like Sunday, Like Rain","$28,208","$28,208",100%,-,-,2015.csv,2015
587,7 Chinese Brothers,"$28,180","$28,180",100%,-,-,2015.csv,2015
588,Bikes vs Cars,"$28,072","$28,072",100%,-,-,2015.csv,2015
589,Sembene!,"$28,059","$28,059",100%,-,-,2015.csv,2015
590,Tap World,"$26,747","$26,747",100%,-,-,2015.csv,2015
591,Peace Officer,"$26,632","$26,632",100%,-,-,2015.csv,2015
592,Rediscover Sautet,"$25,314","$25,314",100%,-,-,2015.csv,2015
593,R100,"$24,956","$24,956",100%,-,-,2015.csv,2015
594,Olvidados 2015 Re-release,"$24,638","$24,638",100%,-,-,2015.csv,2015
595,Argentina,"$23,864","$14,869",62.3%,"$8,995",37.7%,2015.csv,2015
596,Can't Stand Losing You: Surviving the Police,"$23,262","$23,262",100%,-,-,2015.csv,2015
597,Metropolitan 2015 Re-release,"$22,284","$22,284",100%,-,-,2015.csv,2015
598,Slow Learners,"$22,272","$22,272",100%,-,-,2015.csv,2015
599,Princess Cut,"$22,167","$22,167",100%,-,-,2015.csv,2015
600,Animals 2015 Re-release,"$21,821","$21,821",100%,-,-,2015.csv,2015
601,Fidelio: Alice's Odyssey,"$20,571","$3,580",17.4%,"$16,991",82.6%,2015.csv,2015
602,Consumed,"$20,476","$20,476",100%,-,-,2015.csv,2015
603,Boy Meets Girl,"$20,441","$20,441",100%,-,-,2015.csv,2015
604,Friends and Romans,"$20,136","$20,136",100%,-,-,2015.csv,2015
605,Forbidden Games,"$19,889","$19,889",100%,-,-,2015.csv,2015
606,Wild Canaries,"$19,777","$19,777",100%,-,-,2015.csv,2015
607,Misery Loves Comedy,"$19,634","$19,634",100%,-,-,2015.csv,2015
608,Gabo: The Creation of Gabriel Garcia Marquez,"$19,337","$19,337",100%,-,-,2015.csv,2015
609,Jackie & Ryan,"$19,305",-,-,"$19,305",100%,2015.csv,2015
610,The Challenger,"$19,003","$19,003",100%,-,-,2015.csv,2015
611,Li'l Quinquin,"$17,868","$7,192",40.3%,"$10,676",59.7%,2015.csv,2015
612,The Other One,"$17,727","$17,727",100%,-,-,2015.csv,2015
613,Butterfly Girl,"$17,503","$17,503",100%,-,-,2015.csv,2015
614,Eva 2015 Re-release,"$16,738","$16,738",100%,-,-,2015.csv,2015
615,This Changes Everything,"$16,692","$16,692",100%,-,-,2015.csv,2015
616,The World of Kanako 2015 Re-release,"$16,627","$16,627",100%,-,-,2015.csv,2015
617,Who Took Johnny,"$16,595","$16,595",100%,-,-,2015.csv,2015
618,Life in a Walk,"$16,557","$16,557",100%,-,-,2015.csv,2015
619,The Human Centipede III (Final Sequence),"$16,184","$16,184",100%,-,-,2015.csv,2015
620,Can You Dig This,"$15,909","$15,909",100%,-,-,2015.csv,2015
621,A Reason,"$15,792","$15,792",100%,-,-,2015.csv,2015
622,Full Moon in Paris,"$15,726","$15,726",100%,-,-,2015.csv,2015
623,Dreams Rewired,"$15,626","$11,843",75.8%,"$3,783",24.2%,2015.csv,2015
624,They Will Have to Kill Us First: Malian Music In Exile,"$15,453","$7,516",48.6%,"$7,937",51.4%,2015.csv,2015
625,Arabian Nights: Volume 2 - The Desolate One,"$15,245","$6,398",42%,"$8,847",58%,2015.csv,2015
